name,rarity,color_identity,owned_qty,text,mana_cost
Early Winter,common,['B'],2,"Choose one —
• Exile target creature.
• Target opponent exiles an enchantment they control.",{4}{B}
Feed the Cycle,uncommon,['B'],1,"As an additional cost to cast this spell, forage or pay {B}. (To forage, exile three cards from your graveyard or sacrifice a Food.)
Destroy target creature or planeswalker.",{1}{B}
Glidedive Duo,common,['B'],1,"Flying
When this creature enters, each opponent loses 2 life and you gain 2 life.",{4}{B}
Hazel's Nocturne,uncommon,['B'],1,Return up to two target creature cards from your graveyard to your hand. Each opponent loses 2 life and you gain 2 life.,{3}{B}
Iridescent Vinelasher,rare,['B'],1,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Landfall — Whenever a land you control enters, this creature deals 1 damage to target opponent.",{B}
Nocturnal Hunger,common,['B'],4,"Gift a Food (You may promise an opponent a gift as you cast this spell. If you do, they create a Food token before its other effects. It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Destroy target creature. If the gift wasn't promised, you lose 2 life.",{2}{B}
Persistent Marshstalker,uncommon,['B'],1,"This creature gets +1/+0 for each other Rat you control.
Threshold — Whenever you attack with one or more Rats, if seven or more cards are in your graveyard, you may pay {2}{B}. If you do, return this card from your graveyard to the battlefield tapped and attacking.",{1}{B}
Psychic Whorl,common,['B'],3,"Target opponent discards two cards. Then if you control a Rat, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",{2}{B}
Ruthless Negotiation,uncommon,['B'],1,"Target opponent exiles a card from their hand. If this spell was cast from a graveyard, draw a card.
Flashback {4}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",{B}
Savor,common,['B'],3,"Target creature gets -2/-2 until end of turn. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",{1}{B}
Scavenger's Talent,rare,['B'],2,"(Gain the next level as a sorcery to add its ability.)
Whenever one or more creatures you control die, create a Food token. This ability triggers only once each turn.
{1}{B}: Level 2
Whenever you sacrifice a permanent, target player mills two cards.
{2}{B}: Level 3
At the beginning of your end step, you may sacrifice three other nonland permanents. If you do, return a creature card from your graveyard to the battlefield with a finality counter on it.",{B}
Starlit Soothsayer,common,['B'],1,"Flying
At the beginning of your end step, if you gained or lost life this turn, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",{2}{B}
Starscape Cleric,uncommon,['B'],2,"Offspring {2}{B} (You may pay an additional {2}{B} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Flying
This creature can't block.
Whenever you gain life, each opponent loses 1 life.",{1}{B}
Thornplate Intimidator,common,['B'],2,"Offspring {3} (You may pay an additional {3} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, target opponent loses 3 life unless they sacrifice a nonland permanent of their choice or discard a card.",{3}{B}
Thought-Stalker Warlock,uncommon,['B'],1,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, choose target opponent. If they lost life this turn, they reveal their hand, you choose a nonland card from it, and they discard that card. Otherwise, they discard a card.",{2}{B}
Valley Rotcaller,rare,['B'],1,"Menace
Whenever this creature attacks, each opponent loses X life and you gain X life, where X is the number of other Squirrels, Bats, Lizards, and Rats you control.",{1}{B}
Alania's Pathmaker,common,['R'],4,"When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.",{3}{R}
Blooming Blast,uncommon,['R'],1,"Gift a Treasure (You may promise an opponent a gift as you cast this spell. If you do, they create a Treasure token before its other effects. It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
Blooming Blast deals 2 damage to target creature. If the gift was promised, Blooming Blast also deals 3 damage to that creature's controller.",{1}{R}
Brambleguard Captain,uncommon,['R'],2,"At the beginning of combat on your turn, target creature you control gets +X/+0 until end of turn, where X is this creature's power.",{3}{R}
Coruscation Mage,uncommon,['R'],2,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
Whenever you cast a noncreature spell, this creature deals 1 damage to each opponent.",{1}{R}
Conduct Electricity,common,['R'],2,Conduct Electricity deals 6 damage to target creature and 2 damage to up to one target creature token.,{4}{R}
Flamecache Gecko,uncommon,"['B', 'R']",1,"When this creature enters, if an opponent lost life this turn, add {B}{R}.
{1}{R}, Discard a card: Draw a card.",{1}{R}
Frilled Sparkshooter,common,['R'],3,"Menace, reach
This creature enters with a +1/+1 counter on it if an opponent lost life this turn.",{3}{R}
Harnesser of Storms,uncommon,['R'],1,"Whenever you cast a noncreature or Otter spell, you may exile the top card of your library. Until end of turn, you may play that card. This ability triggers only once each turn.",{2}{R}
Hearthborn Battler,rare,['R'],1,"Haste
Whenever a player casts their second spell each turn, this creature deals 2 damage to target opponent.",{2}{R}
Hoarder's Overflow,uncommon,['R'],1,"When this enchantment enters and whenever you expend 4, put a stash counter on it. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
{1}{R}, Sacrifice this enchantment: Discard your hand, then draw cards equal to the number of stash counters on this enchantment.",{1}{R}
Kindlespark Duo,common,['R'],2,"{T}: This creature deals 1 damage to target opponent.
Whenever you cast a noncreature spell, untap this creature.",{2}{R}
Might of the Meek,common,['R'],3,"Target creature gains trample until end of turn. It also gets +1/+0 until end of turn if you control a Mouse.
Draw a card.",{R}
Playful Shove,uncommon,['R'],2,"Playful Shove deals 1 damage to any target.
Draw a card.",{1}{R}
Quaketusk Boar,uncommon,['R'],3,"Reach, trample, haste",{3}{R}{R}
Rabid Gnaw,uncommon,['R'],3,Target creature you control gets +1/+0 until end of turn. Then it deals damage equal to its power to target creature you don't control.,{1}{R}
Raccoon Rallier,common,['R'],1,{T}: Target creature you control gains haste until end of turn. Activate only as a sorcery.,{1}{R}
Reptilian Recruiter,uncommon,['R'],2,"Trample
When this creature enters, choose target creature. If that creature's power is 2 or less or if you control another Lizard, gain control of that creature until end of turn, untap it, and it gains haste until end of turn.",{3}{R}{R}
Roughshod Duo,common,['R'],1,"Trample
Whenever you expend 4, target creature you control gets +1/+1 and gains trample until end of turn. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",{2}{R}
Sazacap's Brew,common,['R'],2,"Gift a tapped Fish (You may promise an opponent a gift as you cast this spell. If you do, they create a tapped 1/1 blue Fish creature token before its other effects.)
As an additional cost to cast this spell, discard a card.
Target player draws two cards. If the gift was promised, target creature you control gets +2/+0 until end of turn.",{1}{R}
Steampath Charger,common,['R'],2,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature dies, it deals 1 damage to target player.",{1}{R}
War Squeak,common,['R'],3,"Enchant creature
When this Aura enters, target creature an opponent controls can't block this turn.
Enchanted creature gets +1/+1 and has haste.",{R}
Whiskerquill Scribe,common,['R'],2,"Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, you may discard a card. If you do, draw a card.",{1}{R}
Wildfire Howl,uncommon,['R'],1,"Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.)
Wildfire Howl deals 2 damage to each creature. If the gift was promised, instead Wildfire Howl deals 1 damage to any target and 2 damage to each creature.",{1}{R}{R}
Valley Rally,uncommon,['R'],1,"Gift a Food (You may promise an opponent a gift as you cast this spell. If you do, they create a Food token before its other effects. It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Creatures you control get +2/+0 until end of turn. If the gift was promised, target creature you control gains first strike until end of turn.",{2}{R}
"Alania, Divergent Storm",rare,"['R', 'U']",2,"Whenever you cast a spell, if it's the first instant spell, the first sorcery spell, or the first Otter spell other than Alania you've cast this turn, you may have target opponent draw a card. If you do, copy that spell. You may choose new targets for the copy.",{3}{U}{R}
Mind Drill Assailant,common,"['B', 'U']",1,"Threshold — As long as seven or more cards are in your graveyard, this creature gets +3/+0.
{2}{U/B}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",{2}{U/B}{U/B}
"Ral, Crackling Wit",mythic,"['R', 'U']",1,"Whenever you cast a noncreature spell, put a loyalty counter on Ral.
[+1]: Create a 1/1 blue and red Otter creature token with prowess.
[−3]: Draw three cards, then discard two cards.
[−10]: Draw three cards. You get an emblem with ""Instant and sorcery spells you cast have storm."" (Whenever you cast an instant or sorcery spell, copy it for each spell cast before it this turn.)",{2}{U}{R}
Stormcatch Mentor,uncommon,"['R', 'U']",3,"Haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Instant and sorcery spells you cast cost {1} less to cast.",{U}{R}
Tempest Angler,common,"['R', 'U']",1,"Whenever you cast a noncreature spell, put a +1/+1 counter on this creature.",{1}{U/R}{U/R}
Mudflat Village,uncommon,['B'],2,"{T}: Add {C}.
{T}: Add {B}. Spend this mana only to cast a creature spell.
{1}{B}, {T}, Sacrifice this land: Return target Bat, Lizard, Rat, or Squirrel card from your graveyard to your hand.",
"Bria, Riptide Rogue",mythic,"['R', 'U']",1,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Other creatures you control have prowess. (If a creature has multiple instances of prowess, each triggers separately.)
Whenever you cast a noncreature spell, target creature you control can't be blocked this turn.",{2}{U}{R}
Charmed Sleep,common,['U'],2,"Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",{1}{U}{U}
Mind Spring,rare,['U'],1,Draw X cards.,{X}{U}{U}
Flame Lash,common,['R'],3,Flame Lash deals 4 damage to any target.,{3}{R}
Abhorrent Oculus,mythic,['U'],2,"As an additional cost to cast this spell, exile six cards from your graveyard.
Flying
At the beginning of each opponent's upkeep, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",{2}{U}
Bottomless Pool // Locker Room,uncommon,['U'],1,"When you unlock this door, return up to one target creature to its owner's hand.
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",{U}
Clammy Prowler,common,['U'],2,"Whenever this creature attacks, another target attacking creature can't be blocked this turn.",{3}{U}
Enduring Curiosity,rare,['U'],1,"Flash
Whenever a creature you control deals combat damage to a player, draw a card.
When Enduring Curiosity dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",{2}{U}{U}
Enter the Enigma,common,['U'],2,"Target creature can't be blocked this turn.
Draw a card.",{U}
Erratic Apparition,common,['U'],1,"Flying, vigilance
Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, this creature gets +1/+1 until end of turn.",{2}{U}
Floodpits Drowner,uncommon,['U'],1,"Flash
Vigilance
When this creature enters, tap target creature an opponent controls and put a stun counter on it.
{1}{U}, {T}: Shuffle this creature and target creature with a stun counter on it into their owners' libraries.",{1}{U}
Meat Locker // Drowned Diner,common,['U'],1,"When you unlock this door, tap up to one target creature and put two stun counters on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",{2}{U}
The Mindskinner,rare,['U'],1,"The Mindskinner can't be blocked.
If a source you control would deal damage to an opponent, prevent that damage and each opponent mills that many cards.",{U}{U}{U}
Piranha Fly,common,['U'],3,"Flying
This creature enters tapped.",{1}{U}
Scrabbling Skullcrab,uncommon,['U'],1,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, target player mills two cards. (They put the top two cards of their library into their graveyard.)",{U}
"Stay Hidden, Stay Silent",uncommon,['U'],3,"Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
{4}{U}{U}: Shuffle enchanted creature into its owner's library, then manifest dread. Activate only as a sorcery.",{1}{U}
Twist Reality,common,['U'],2,"Choose one —
• Counter target spell.
• Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",{1}{U}{U}
Unable to Scream,common,['U'],1,"Enchant creature
Enchanted creature loses all abilities and is a Toy artifact creature with base power and toughness 0/2 in addition to its other types.
As long as enchanted creature is face down, it can't be turned face up.",{U}
Vanish from Sight,common,['U'],1,Target nonland permanent's owner puts it on their choice of the top or bottom of their library. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),{3}{U}
Appendage Amalgam,common,['B'],2,"Flash
Whenever this creature attacks, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",{2}{B}
Balemurk Leech,common,['B'],1,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, each opponent loses 1 life.",{1}{B}
Cackling Slasher,common,['B'],1,"Deathtouch
This creature enters with a +1/+1 counter on it if a creature died this turn.",{3}{B}
Cracked Skull,common,['B'],2,"Enchant creature
When this Aura enters, look at target player's hand. You may choose a nonland card from it. That player discards that card.
When enchanted creature is dealt damage, destroy it.",{2}{B}
Enduring Tenacity,rare,['B'],1,"Whenever you gain life, target opponent loses that much life.
When Enduring Tenacity dies, if it was a creature, return it to the battlefield under its owner's control. It's an enchantment. (It's not a creature.)",{2}{B}{B}
Fanatic of the Harrowing,common,['B'],1,"When this creature enters, each player discards a card. If you discarded a card this way, draw a card.",{3}{B}
Fear of Lost Teeth,common,['B'],1,"When this creature dies, it deals 1 damage to any target and you gain 1 life.",{B}
Final Vengeance,common,['B'],1,"As an additional cost to cast this spell, sacrifice a creature or enchantment.
Exile target creature.",{B}
Funeral Room // Awakening Hall,mythic,['B'],1,"Whenever a creature you control dies, each opponent loses 1 life and you gain 1 life.
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",{2}{B}
Give In to Violence,common,['B'],2,Target creature gets +2/+2 and gains lifelink until end of turn.,{1}{B}
Innocuous Rat,common,['B'],2,"When this creature dies, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",{1}{B}
Let's Play a Game,uncommon,['B'],1,"Delirium — Choose one. If there are four or more card types among cards in your graveyard, choose one or more instead.
• Creatures your opponents control get -1/-1 until end of turn.
• Each opponent discards two cards.
• Each opponent loses 3 life and you gain 3 life.",{3}{B}
Live or Die,uncommon,['B'],1,"Choose one —
• Return target creature card from your graveyard to the battlefield.
• Destroy target creature.",{3}{B}{B}
Miasma Demon,uncommon,['B'],2,"Flying
When this creature enters, you may discard any number of cards. When you do, up to that many target creatures each get -2/-2 until end of turn.",{4}{B}{B}
Overlord of the Balemurk,mythic,['B'],1,"Impending 5—{1}{B} (If you cast this spell for its impending cost, it enters with five time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Whenever this permanent enters or attacks, mill four cards, then you may return a non-Avatar creature card or a planeswalker card from your graveyard to your hand.",{3}{B}{B}
Unholy Annex // Ritual Chamber,rare,['B'],1,"At the beginning of your end step, draw a card. If you control a Demon, each opponent loses 2 life and you gain 2 life. Otherwise, you lose 2 life.
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",{2}{B}
"Valgavoth, Terror Eater",mythic,['B'],1,"Flying, lifelink
Ward—Sacrifice three nonland permanents.
If a card you didn't control would be put into an opponent's graveyard from anywhere, exile it instead.
During your turn, you may play cards exiled with Valgavoth. If you cast a spell this way, pay life equal to its mana value rather than pay its mana cost.",{6}{B}{B}{B}
Vile Mutilator,uncommon,['B'],1,"As an additional cost to cast this spell, sacrifice a creature or enchantment.
Flying, trample
When this creature enters, each opponent sacrifices a nontoken enchantment of their choice, then sacrifices a nontoken creature of their choice.",{5}{B}{B}
Winter's Intervention,common,['B'],2,Winter's Intervention deals 2 damage to target creature. You gain 2 life.,{1}{B}
Betrayer's Bargain,uncommon,['R'],1,"As an additional cost to cast this spell, sacrifice a creature or enchantment or pay {2}.
Betrayer's Bargain deals 5 damage to target creature. If that creature would die this turn, exile it instead.",{1}{R}
Charred Foyer // Warped Space,mythic,['R'],1,"At the beginning of your upkeep, exile the top card of your library. You may play it this turn.
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",{3}{R}
Clockwork Percussionist,common,['R'],3,"Haste
When this creature dies, exile the top card of your library. You may play it until the end of your next turn.",{R}
Glassworks // Shattered Yard,common,['R'],1,"When you unlock this door, this Room deals 4 damage to target creature an opponent controls.
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",{2}{R}
Grab the Prize,common,['R'],2,"As an additional cost to cast this spell, discard a card.
Draw two cards. If the discarded card wasn't a land card, Grab the Prize deals 2 damage to each opponent.",{1}{R}
Irreverent Gremlin,uncommon,['R'],2,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever another creature you control with power 2 or less enters, you may discard a card. If you do, draw a card. Do this only once each turn.",{1}{R}
"Norin, Swift Survivalist",uncommon,['R'],1,"Norin can't block.
Whenever a creature you control becomes blocked, you may exile it. You may play that card from exile this turn.",{R}
Overlord of the Boilerbilges,mythic,['R'],1,"Impending 4—{2}{R}{R} (If you cast this spell for its impending cost, it enters with four time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.)
Whenever this permanent enters or attacks, it deals 4 damage to any target.",{4}{R}{R}
Pyroclasm,uncommon,['R'],1,Pyroclasm deals 2 damage to each creature.,{1}{R}
Ragged Playmate,common,['R'],1,"{1}, {T}: Target creature with power 2 or less can't be blocked this turn.",{1}{R}
Rampaging Soulrager,common,['R'],3,This creature gets +3/+0 as long as there are two or more unlocked doors among Rooms you control.,{2}{R}
Razorkin Needlehead,rare,['R'],1,"This creature has first strike during your turn.
Whenever an opponent draws a card, this creature deals 1 damage to them.",{R}{R}
Ticket Booth // Tunnel of Hate,common,['R'],2,"When you unlock this door, manifest dread.
(You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",{2}{R}
Vicious Clown,common,['R'],1,"Whenever another creature you control with power 2 or less enters, this creature gets +2/+0 until end of turn.",{2}{R}
Violent Urge,uncommon,['R'],1,"Target creature gets +1/+0 and gains first strike until end of turn.
Delirium — If there are four or more card types among cards in your graveyard, that creature gains double strike until end of turn.",{R}
Disturbing Mirth,uncommon,"['B', 'R']",1,"When this enchantment enters, you may sacrifice another enchantment or creature. If you do, draw two cards.
When you sacrifice this enchantment, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",{B}{R}
Intruding Soulrager,uncommon,"['R', 'U']",1,"Vigilance
{T}, Sacrifice a Room: This creature deals 2 damage to each opponent. Draw a card.",{U}{R}
Murky Sewer,common,"['B', 'U']",2,"This land enters tapped unless a player has 13 or less life.
{T}: Add {U} or {B}.",
Exclusion Mage,uncommon,['U'],3,"When this creature enters, return target creature an opponent controls to its owner's hand.",{2}{U}
Kitesail Corsair,common,['U'],2,This creature has flying as long as it's attacking.,{1}{U}
Opt,common,['U'],4,"Scry 1. (Look at the top card of your library. You may put that card on the bottom.)
Draw a card.",{U}
Starlight Snare,common,['U'],2,"Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",{2}{U}
Cemetery Recruitment,common,['B'],2,"Return target creature card from your graveyard to your hand. If it's a Zombie card, draw a card.",{1}{B}
Deadly Plot,uncommon,['B'],2,"Choose one —
• Destroy target creature or planeswalker.
• Return target Zombie creature card from your graveyard to the battlefield tapped.",{3}{B}
Death Baron,rare,['B'],1,Skeletons you control and other Zombies you control get +1/+1 and have deathtouch. (Any amount of damage they deal to a creature is enough to destroy it.),{1}{B}{B}
Moment of Craving,common,['B'],4,Target creature gets -2/-2 until end of turn. You gain 2 life.,{1}{B}
Offer Immortality,common,['B'],1,"Target creature gains deathtouch and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",{1}{B}
Undying Malice,common,['B'],4,"Until end of turn, target creature gains ""When this creature dies, return it to the battlefield tapped under its owner's control with a +1/+1 counter on it.""",{B}
Vampire Interloper,common,['B'],3,"Flying
This creature can't block.",{1}{B}
Dragon Fodder,common,['R'],4,Create two 1/1 red Goblin creature tokens.,{1}{R}
Goblin Oriflamme,uncommon,['R'],1,Attacking creatures you control get +1/+0.,{1}{R}
Skyraker Giant,common,['R'],2,Reach (This creature can block creatures with flying.),{2}{R}{R}
Arcane Epiphany,uncommon,['U'],2,"This spell costs {1} less to cast if you control a Wizard.
Draw three cards.",{3}{U}{U}
Archmage of Runes,rare,['U'],1,"Instant and sorcery spells you cast cost {1} less to cast.
Whenever you cast an instant or sorcery spell, draw a card.",{3}{U}{U}
Bigfin Bouncer,common,['U'],2,"When this creature enters, return target creature an opponent controls to its owner's hand.",{3}{U}
Cephalid Inkmage,uncommon,['U'],1,"When this creature enters, surveil 3. (Look at the top three cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
Threshold — This creature can't be blocked as long as there are seven or more cards in your graveyard.",{2}{U}
Curator of Destinies,rare,['U'],1,"This spell can't be countered.
Flying
When this creature enters, look at the top five cards of your library and separate them into a face-down pile and a face-up pile. An opponent chooses one of those piles. Put that pile into your hand and the other into your graveyard.",{4}{U}{U}
Drake Hatcher,rare,['U'],1,"Vigilance, prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever this creature deals combat damage to a player, put that many incubation counters on it.
Remove three incubation counters from this creature: Create a 2/2 blue Drake creature token with flying.",{1}{U}
Elementalist Adept,common,['U'],1,"Flash (You may cast this spell any time you could cast an instant.)
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",{1}{U}
Erudite Wizard,common,['U'],3,"Whenever you draw your second card each turn, put a +1/+1 counter on this creature.",{2}{U}
Faebloom Trick,uncommon,['U'],3,"Create two 1/1 blue Faerie creature tokens with flying. When you do, tap target creature an opponent controls.",{2}{U}
Grappling Kraken,uncommon,['U'],1,"Landfall — Whenever a land you control enters, tap target creature an opponent controls and put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)",{4}{U}{U}
High Fae Trickster,rare,['U'],1,"Flash (You may cast this spell any time you could cast an instant.)
Flying
You may cast spells as though they had flash.",{3}{U}
Homunculus Horde,rare,['U'],1,"Whenever you draw your second card each turn, create a token that's a copy of this creature.",{3}{U}
Icewind Elemental,common,['U'],1,"Flying
When this creature enters, draw a card, then discard a card.",{4}{U}
Inspiration from Beyond,uncommon,['U'],4,"Mill three cards, then return an instant or sorcery card from your graveyard to your hand.
Flashback {5}{U}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",{2}{U}
"Kaito, Cunning Infiltrator",mythic,['U'],1,"Whenever a creature you control deals combat damage to a player, put a loyalty counter on Kaito.
[+1]: Up to one target creature you control can't be blocked this turn. Draw a card, then discard a card.
[−2]: Create a 2/1 blue Ninja creature token.
[−9]: You get an emblem with ""Whenever a player casts a spell, you create a 2/1 blue Ninja creature token.""",{1}{U}{U}
"Kiora, the Rising Tide",rare,['U'],1,"When Kiora enters, draw two cards, then discard two cards.
Threshold — Whenever Kiora attacks, if there are seven or more cards in your graveyard, you may create Scion of the Deep, a legendary 8/8 blue Octopus creature token.",{2}{U}
Lunar Insight,rare,['U'],1,Draw a card for each different mana value among nonland permanents you control.,{2}{U}
Mischievous Mystic,uncommon,['U'],3,"Flying
Whenever you draw your second card each turn, create a 1/1 blue Faerie creature token with flying.",{1}{U}
Refute,common,['U'],1,"Counter target spell. Draw a card, then discard a card.",{1}{U}{U}
Skyship Buccaneer,uncommon,['U'],2,"Flying
Raid — When this creature enters, if you attacked this turn, draw a card.",{3}{U}{U}
Strix Lookout,common,['U'],2,"Flying, vigilance (Attacking doesn't cause this creature to tap.)
{1}{U}, {T}: Draw a card, then discard a card.",{1}{U}
Uncharted Voyage,common,['U'],2,"Target creature's owner puts it on their choice of the top or bottom of their library.
Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",{3}{U}
Abyssal Harvester,rare,['B'],1,"{T}: Exile target creature card from a graveyard that was put there this turn. Create a token that's a copy of it, except it's a Nightmare in addition to its other types. Then exile all other Nightmare tokens you control.",{1}{B}{B}
Arbiter of Woe,uncommon,['B'],3,"As an additional cost to cast this spell, sacrifice a creature.
Flying
When this creature enters, each opponent discards a card and loses 2 life. You draw a card and gain 2 life.",{4}{B}{B}
Billowing Shriekmass,uncommon,['B'],2,"Flying
When this creature enters, mill three cards. (Put the top three cards of your library into your graveyard.)
Threshold — This creature gets +2/+1 as long as there are seven or more cards in your graveyard.",{3}{B}
Bloodthirsty Conqueror,mythic,['B'],4,"Flying, deathtouch
Whenever an opponent loses life, you gain that much life. (Damage causes loss of life.)",{3}{B}{B}
Crypt Feaster,common,['B'],4,"Menace (This creature can't be blocked except by two or more creatures.)
Threshold — Whenever this creature attacks, if there are seven or more cards in your graveyard, this creature gets +2/+0 until end of turn.",{3}{B}
Gutless Plunderer,common,['B'],3,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Raid — When this creature enters, if you attacked this turn, look at the top three cards of your library. You may put one of those cards back on top of your library. Put the rest into your graveyard.",{2}{B}
High-Society Hunter,rare,['B'],2,"Flying
Whenever this creature attacks, you may sacrifice another creature. If you do, put a +1/+1 counter on this creature.
Whenever another nontoken creature dies, draw a card.",{3}{B}{B}
Hungry Ghoul,common,['B'],3,"{1}, Sacrifice another creature: Put a +1/+1 counter on this creature.",{1}{B}
Infernal Vessel,uncommon,['B'],3,"When this creature dies, if it wasn't a Demon, return it to the battlefield under its owner's control with two +1/+1 counters on it. It's a Demon in addition to its other types.",{2}{B}
Infestation Sage,common,['B'],4,"When this creature dies, create a 1/1 black and green Insect creature token with flying.",{B}
Midnight Snack,uncommon,['B'],1,"Raid — At the beginning of your end step, if you attacked this turn, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
{2}{B}, Sacrifice this enchantment: Target opponent loses X life, where X is the amount of life you gained this turn.",{2}{B}
Nine-Lives Familiar,rare,['B'],1,"This creature enters with eight revival counters on it if you cast it.
When this creature dies, if it had a revival counter on it, return it to the battlefield with one fewer revival counter on it at the beginning of the next end step.",{1}{B}{B}
Revenge of the Rats,uncommon,['B'],1,"Create a tapped 1/1 black Rat creature token for each creature card in your graveyard.
Flashback {2}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",{2}{B}{B}
Sanguine Syphoner,common,['B'],4,"Whenever this creature attacks, each opponent loses 1 life and you gain 1 life.",{1}{B}
Soul-Shackled Zombie,common,['B'],3,"When this creature enters, exile up to two target cards from a single graveyard. If at least one creature card was exiled this way, each opponent loses 2 life and you gain 2 life.",{3}{B}
Stab,common,['B'],4,Target creature gets -2/-2 until end of turn.,{B}
"Tinybones, Bauble Burglar",rare,['B'],1,"Whenever an opponent discards a card, exile it from their graveyard with a stash counter on it.
During your turn, you may play cards you don't own with stash counters on them from exile, and mana of any type can be spent to cast those spells.
{3}{B}, {T}: Each opponent discards a card. Activate only as a sorcery.",{1}{B}
Tragic Banshee,uncommon,['B'],4,"Morbid — When this creature enters, target creature an opponent controls gets -1/-1 until end of turn. If a creature died this turn, that creature gets -13/-13 until end of turn instead.",{4}{B}
Vampire Gourmand,uncommon,['B'],3,"Whenever this creature attacks, you may sacrifice another creature. If you do, draw a card and this creature can't be blocked this turn.",{1}{B}
Vampire Soulcaller,common,['B'],1,"Flying
This creature can't block.
When this creature enters, return target creature card from your graveyard to your hand.",{4}{B}
Vengeful Bloodwitch,uncommon,['B'],3,"Whenever this creature or another creature you control dies, target opponent loses 1 life and you gain 1 life.",{1}{B}
